venda,ano,marca,modelo,condicao,combustivel,odometro,status,cambio,tamanho,tipo,cor
5999,2005,acura,mdx awd,excelente,gasolina,200000,sucata,automatico,grande,SUV,preto
6150,2010,acura,mdx awd,desconhecido,gasolina,174111,sucata,automatico,grande,SUV,prata
10990,2007,acura,mdx awd,excelente,gasolina,137180,alienado,automatico,compacto,SUV,preto
10990,2007,acura,mdx awd,excelente,gasolina,137180,alienado,automatico,compacto,SUV,preto
10990,2007,acura,mdx awd,bom,gasolina,137180,alienado,automatico,compacto,SUV,preto
11500,2013,acura,mdx awd,excelente,gasolina,153000,alienado,automatico,medio,SUV,preto
11600,2011,acura,mdx awd,excelente,gasolina,133411,alienado,automatico,grande,SUV,marrom
11600,2011,acura,mdx awd,excelente,gasolina,133411,alienado,automatico,grande,SUV,marrom
11600,2011,acura,mdx awd,excelente,gasolina,133411,alienado,automatico,grande,SUV,marrom
11600,2011,acura,mdx awd,excelente,gasolina,133411,alienado,automatico,grande,SUV,marrom
11800,2011,acura,mdx awd,bom,gasolina,99962,alienado,automatico,medio,SUV,marrom
12000,2010,acura,mdx awd,excelente,gasolina,120400,alienado,automatico,compacto,SUV,cinza
14750,2014,acura,mdx awd,excelente,gasolina,142145,alienado,automatico,grande,SUV,preto
9495,2011,acura,mdx awd camera,excelente,gasolina,159,sucata,automatico,grande,SUV,prata
8700,2007,acura,mdx awd tech pkg,desconhecido,gasolina,189800,sucata,automatico,grande,SUV,prata
10995,2012,acura,mdx sh awd,excelente,gasolina,137207,alienado,automatico,medio,SUV,branco
11895,2009,acura,mdx sh awd,excelente,gasolina,101890,alienado,automatico,grande,SUV,preto
12950,2011,acura,mdx sh awd,desconhecido,gasolina,119000,alienado,automatico,medio,SUV,branco
25500,2016,acura,mdx sh awd,seminovo,gasolina,62248,restaurado,automatico,medio,SUV,branco
9000,2007,acura,mdx sh awd avance,excelente,gasolina,169000,sucata,automatico,grande,SUV,preto
13995,2012,acura,mdx sh awd tech,excelente,gasolina,134118,alienado,automatico,grande,SUV,prata
10495,2009,acura,mdx sh-awd,bom,gasolina,125000,alienado,automatico,medio,SUV,prata
10499,2008,acura,mdx sh-awd,excelente,gasolina,104959,alienado,automatico,grande,SUV,azul
10999,2011,acura,mdx sh-awd,excelente,gasolina,161000,alienado,automatico,medio,SUV,preto
13500,2013,acura,mdx sh-awd,bom,gasolina,103473,alienado,automatico,grande,SUV,cinza
6700,2008,acura,mdx sh-awd 4dr suv,bom,gasolina,188000,sucata,automatico,medio,SUV,branco
19900,2011,acura,mdx sh-awd w/advance,excelente,gasolina,89600,restaurado,automatico,medio,SUV,preto
21750,2016,acura,mdx sh-awd w/advance,excelente,gasolina,73385,restaurado,automatico,grande,SUV,branco
21750,2016,acura,mdx sh-awd w/advance,excelente,gasolina,73385,restaurado,automatico,grande,SUV,branco
6295,2009,acura,mdx sh-awd w/sport w/res,excelente,gasolina,167293,sucata,automatico,medio,SUV,branco
6890,2009,acura,mdx sh-awd w/tech,excelente,gasolina,224100,sucata,automatico,medio,SUV,branco
6890,2009,acura,mdx sh-awd w/tech,excelente,gasolina,224100,sucata,automatico,medio,SUV,branco
6890,2009,acura,mdx sh-awd w/tech,excelente,gasolina,224100,sucata,automatico,medio,SUV,branco
6980,2009,acura,mdx sh-awd w/tech,excelente,gasolina,221501,sucata,automatico,medio,SUV,branco
6995,2008,acura,mdx sh-awd w/tech,seminovo,gasolina,169000,sucata,automatico,grande,SUV,cinza
7990,2007,acura,mdx sh-awd w/tech,excelente,gasolina,152000,sucata,automatico,grande,SUV,preto
7990,2007,acura,mdx sh-awd w/tech,excelente,gasolina,152000,sucata,automatico,grande,SUV,preto
12999,2011,acura,mdx sh-awd w/tech,excelente,gasolina,132000,alienado,automatico,grande,SUV,cinza
13499,2011,acura,mdx sh-awd w/tech,excelente,gasolina,130504,alienado,automatico,grande,SUV,cinza
14500,2012,acura,mdx sh-awd w/tech,excelente,gasolina,118000,alienado,automatico,grande,SUV,prata
22900,2014,acura,mdx sh-awd w/tech,excelente,gasolina,107000,restaurado,automatico,grande,SUV,prata
27500,2015,acura,mdx sh-awd w/tech,excelente,gasolina,59806,restaurado,automatico,grande,SUV,vermelho
36500,2017,acura,mdx sh-awd w/tech,excelente,gasolina,41000,novo,automatico,medio,SUV,preto
42800,2018,acura,mdx sh-awd w/tech,seminovo,gasolina,1555,novo,automatico,grande,SUV,branco
7395,2008,acura,mdx sport,excelente,gasolina,171000,sucata,automatico,grande,SUV,branco
9250,2009,acura,mdx sport,bom,gasolina,168504,sucata,automatico,medio,SUV,preto
11950,2012,acura,mdx sport,excelente,gasolina,160000,alienado,automatico,medio,SUV,preto
3995,2009,acura,mdx tech package,desconhecido,gasolina,151000,desconhecido,automatico,grande,SUV,branco
10995,2013,acura,mdx tech package,excelente,gasolina,207538,alienado,automatico,medio,SUV,cinza
13999,2012,acura,mdx tech package,excelente,gasolina,131227,alienado,automatico,medio,SUV,preto
13999,2012,acura,mdx tech package,excelente,gasolina,131227,alienado,automatico,medio,SUV,preto
6995,2008,acura,mdx tech package awd,excelente,gasolina,144325,sucata,automatico,grande,SUV,azul
9987,2009,acura,mdx technology,excelente,gasolina,127000,sucata,automatico,medio,SUV,branco
17499,2012,acura,mdx technology awd,excelente,gasolina,84000,alienado,automatico,grande,SUV,branco
17499,2012,acura,mdx technology awd,excelente,gasolina,84000,alienado,automatico,grande,SUV,branco
1200,2005,acura,mdx touring,bom,gasolina,190000,desconhecido,manual,grande,SUV,vermelho
2500,2004,acura,mdx touring,bom,gasolina,190000,desconhecido,automatico,compacto,SUV,prata
3000,2003,acura,mdx touring,razoavel,gasolina,237000,desconhecido,automatico,medio,hatchback,vermelho
3471,2004,acura,mdx touring,bom,gasolina,200000,desconhecido,automatico,grande,SUV,preto
3800,2005,acura,mdx touring,bom,gasolina,235000,desconhecido,automatico,grande,SUV,azul
